Population Size: 10	 Percentage of Population Vaccinated: 0.9	 Virus: Ebola	 Mortality Rate of Infected: 0.7	 Transmission Rate: 0.25
Infected: 9	 Contact: 0	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 1	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 1	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 0	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 1	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 1	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 1	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 5	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Time Steps: 2
