Population Size: 10	 Percentage of Population Vaccinated: 0.1	 Virus: Ebola	 Mortality Rate of Infected: 0.7	 Transmission Rate: 0.85
Infected: 6	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 6	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 6	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 6	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Patient Infected: 6	 Killed By Virus: False
Infected: 7	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 7	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 7	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 7	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 7	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 7	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 7	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 7	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 7	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 7	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 7	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 7	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 7	 Contact: 8	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 7	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 7	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 7	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 7	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Patient Infected: 7	 Killed By Virus: False
Infected: 8	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 8	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 8	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 8	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 8	 Contact: 9	 Contact Infected: False	 Contact Vaccinated: False	 Viruses Contact Already Infected With: Ebola
Infected: 8	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 8	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Patient Infected: 8	 Killed By Virus: True
Infected: 9	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 4	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 6	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 3	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 2	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Infected: 9	 Contact: 7	 Contact Infected: False	 Contact Vaccinated: True	 Viruses Contact Already Infected With: None
Patient Infected: 9	 Killed By Virus: False
Time Steps: 2
